,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2014-04-24 20:00:00,0.168453152013,0.05519632778,0.169456140618,0.0163658595973,0.123717158648,0.293859968113,0.0,-248.514571005,105768.147349,105768.147349,0.02819632778,1.00235515007,0.0429774999863,105768.147349,105768.147349,1,-0.0497189330209,1.00257399868,1.00235515007,[],2014-04-24 20:00:00+00:00,2014-04,2014-04-24 13:31:00+00:00,8014.064395,105519.632778,"[{'amount': 1369, 'last_sale_price': 77.259421000000003, 'cost_basis': 73.227548992698843, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0821908382045,1.11067970254,0,0,0,3.04638028088,-248.514571005,97754.082954,97754.082954,78,[],0.027
2014-04-25 20:00:00,0.167786856795,0.06296444448,0.198909600101,0.00813696418545,0.123819597383,0.278133997421,0.0,-248.514571005,106544.959019,106544.959019,0.03616444448,1.0023379387,0.0588841122374,106544.959019,106544.959019,1,-0.0497189330209,1.00257399868,1.0023379387,[],2014-04-25 20:00:00+00:00,2014-04,2014-04-25 13:31:00+00:00,776.81167,106296.444448,"[{'amount': 1369, 'last_sale_price': 77.826851000000005, 'cost_basis': 73.227548992698843, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.00736177381923,1.24093331633,0,0,0,3.41184085833,-248.514571005,105768.147349,105768.147349,79,[],0.0268
2014-04-28 20:00:00,0.179841054407,0.10422707647,0.314831895997,0.0113993319325,0.123156655902,0.302063527042,0.0,-248.514571005,110671.222218,110671.222218,0.07722707647,1.00225057487,0.0915730251642,110671.222218,110671.222218,1,-0.0497189330209,1.00257399868,1.00225057487,"[{'status': 0, 'created': Timestamp('2014-04-28 20:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 682, 'stop_reached': False, 'commission': 0, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL'), 'dt': Timestamp('2014-04-28 20:00:00+0000', tz='UTC'), 'id': '03ec42cfaa5a42eba5f3f0730a62b8ad', 'filled': 0}]",2014-04-28 20:00:00+00:00,2014-04,2014-04-28 13:31:00+00:00,4126.263199,110422.707647,"[{'amount': 1369, 'last_sale_price': 80.840921999999992, 'cost_basis': 73.227548992698843, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0388184498591,1.82320863842,0,0,0,5.40678425897,-248.514571005,106544.959019,106544.959019,80,[],0.027
2014-04-29 20:00:00,0.178875632755,0.10089721254,0.297400625708,0.0162143582652,0.122651909341,0.296650915862,-54975.28685,-55223.801421,165313.522675,165313.522675,0.0737972125399,1.50162540873,0.0829117550729,165313.522675,165313.522675,1,-0.0497189330209,1.00257399868,1.50162540873,"[{'status': 1, 'created': Timestamp('2014-04-28 20:00:00+0000', tz='UTC'), 'limit_reached': False, 'stop': None, 'amount': 682, 'stop_reached': False, 'commission': 5.115, 'reason': None, 'limit': None, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL'), 'dt': Timestamp('2014-04-29 20:00:00+0000', tz='UTC'), 'id': '03ec42cfaa5a42eba5f3f0730a62b8ad', 'filled': 682}]",2014-04-29 20:00:00+00:00,2014-04,2014-04-29 13:31:00+00:00,-332.986393003,110089.721254,"[{'amount': 2051, 'last_sale_price': 80.601425000000006, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.00301556083978,1.7579701448,0,0,0,5.19743714975,-248.514571005,110671.222218,110671.222218,81,"[{'commission': None, 'amount': 682, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL'), 'order_id': '03ec42cfaa5a42eba5f3f0730a62b8ad', 'price': 80.601425000003758, 'dt': Timestamp('2014-04-29 20:00:00+0000', tz='UTC')}]",0.0271
2014-04-30 20:00:00,0.178182249661,0.0946455799499,0.27388635132,0.0192548888142,0.121988705108,0.292229497534,0.0,-55223.801421,164688.359416,164688.359416,0.0679455799499,1.50449024262,0.0734783185716,164688.359416,164688.359416,1,-0.0497189330209,1.00257399868,1.50449024262,[],2014-04-30 20:00:00+00:00,2014-04,2014-04-30 13:31:00+00:00,-625.163259,109464.557995,"[{'amount': 2051, 'last_sale_price': 80.296616, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.0056786705596,1.64534707855,0,0,0,4.80996238473,-55223.801421,165313.522675,165313.522675,82,[],0.0267
2014-05-01 20:00:00,0.177141017141,0.0985250669599,0.281487438711,0.0191088690982,0.121244644981,0.292020384011,0.0,-55223.801421,165076.308117,165076.308117,0.0722250669599,1.50270861432,0.0766589316876,165076.308117,165076.308117,1,-0.0497189330209,1.00257399868,1.50270861432,[],2014-05-01 20:00:00+00:00,2014-05,2014-05-01 13:31:00+00:00,387.948701,109852.506696,"[{'amount': 2051, 'last_sale_price': 80.48576700000001, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.00354405762108,1.69582252394,0,0,0,4.95851202885,-55223.801421,164688.359416,164688.359416,83,[],0.0263
2014-05-02 20:00:00,0.176092547665,0.10159506529,0.287742841015,0.0177346568124,0.120544119178,0.291333803893,0.0,-55223.801421,165383.30795,165383.30795,0.0755950652899,1.50130763255,0.0802415349402,165383.30795,165383.30795,1,-0.0497189330209,1.00257399868,1.50130763255,[],2014-05-02 20:00:00+00:00,2014-05,2014-05-02 13:31:00+00:00,306.999833,110159.506529,"[{'amount': 2051, 'last_sale_price': 80.635450000000006, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.00279465478061,1.73322214907,0,0,0,5.06812878039,-55223.801421,165076.308117,165076.308117,84,[],0.026
2014-05-05 20:00:00,0.178403016648,0.12498267982,0.345257341307,0.0196390580268,0.119857444864,0.297921479648,0.0,-55223.801421,167722.069403,167722.069403,0.0986826798199,1.49088579239,0.0973418275873,167722.069403,167722.069403,1,-0.0497189330209,1.00257399868,1.49088579239,[],2014-05-05 20:00:00+00:00,2014-05,2014-05-05 13:31:00+00:00,2338.761453,112498.267982,"[{'amount': 2051, 'last_sale_price': 81.775753000000009, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0212306820055,2.04346071081,0,0,0,6.08962767294,-55223.801421,165383.30795,165383.30795,85,[],0.0263
2014-05-06 20:00:00,0.179918855213,0.10670242447,0.300418736699,0.010474142568,0.120196802714,0.325939887793,0.0,-55223.801421,165894.043868,165894.043868,0.0806024244699,1.49899413067,0.0895793825421,165894.043868,165894.043868,1,-0.0497189330209,1.00257399868,1.49899413067,[],2014-05-06 20:00:00+00:00,2014-05,2014-05-06 13:31:00+00:00,-1828.025535,110670.242447,"[{'amount': 2051, 'last_sale_price': 80.884467999999998, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.0162493660373,1.7380394558,0,0,0,4.75991535292,-55223.801421,167722.069403,167722.069403,86,[],0.0261
2014-05-07 20:00:00,0.179210093603,0.10089721254,0.276957152748,0.016149438552,0.119857616407,0.316825998391,0.0,-55223.801421,165313.522675,165313.522675,0.0746972125399,1.50162540873,0.0783234281075,165313.522675,165313.522675,1,-0.0497189330209,1.00257399868,1.50162540873,[],2014-05-07 20:00:00+00:00,2014-05,2014-05-07 13:31:00+00:00,-580.521193,110089.721254,"[{'amount': 2051, 'last_sale_price': 80.601425000000006, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.00524550394184,1.64007432379,0,0,0,4.45841193427,-55223.801421,165894.043868,165894.043868,87,[],0.0262
2014-05-08 20:00:00,0.178295815553,0.0979504587999,0.267338801463,0.0147536303648,0.119197010149,0.317893873334,0.0,-55223.801421,165018.847301,165018.847301,0.0718504587999,1.50297170495,0.0766442931116,165018.847301,165018.847301,1,-0.0497189330209,1.00257399868,1.50297170495,[],2014-05-08 20:00:00+00:00,2014-05,2014-05-08 13:31:00+00:00,-294.675374,109795.04588,"[{'amount': 2051, 'last_sale_price': 80.457751000000002, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.0026766838052,1.58676100892,0,0,0,4.30580285917,-55223.801421,165313.522675,165313.522675,88,[],0.0261
2014-05-09 20:00:00,0.177714892794,0.0910745838499,0.245345324972,0.0162955242724,0.118538791072,0.315809498229,0.0,-55223.801421,164331.259806,164331.259806,0.0648745838499,1.5061413971,0.0687547397167,164331.259806,164331.259806,1,-0.0497189330209,1.00257399868,1.5061413971,[],2014-05-09 20:00:00+00:00,2014-05,2014-05-09 13:31:00+00:00,-687.587495,109107.458385,"[{'amount': 2051, 'last_sale_price': 80.122506000000001, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.00626246375225,1.47428348952,0,0,0,3.95897963984,-55223.801421,165018.847301,165018.847301,89,[],0.0262
2014-05-12 20:00:00,0.179181770355,0.11153388313,0.284384599143,0.0261258842388,0.118929904949,0.343391542242,0.0,-55223.801421,166377.189734,166377.189734,0.0849338831299,1.49682517339,0.0765751840977,166377.189734,166377.189734,1,-0.0497189330209,1.00257399868,1.49682517339,[],2014-05-12 20:00:00+00:00,2014-05,2014-05-12 13:31:00+00:00,2045.929928,111153.388313,"[{'amount': 2051, 'last_sale_price': 81.12003399999999, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0187515130339,1.73898959344,0,0,0,4.73473307356,-55223.801421,164331.259806,164331.259806,90,[],0.0266
2014-05-13 20:00:00,0.178193138389,0.11414394471,0.28735921738,0.0265586608659,0.118267472466,0.343414377509,0.0,-55223.801421,166638.195892,166638.195892,0.0880439447099,1.49566128042,0.0779229179634,166638.195892,166638.195892,1,-0.0497189330209,1.00257399868,1.49566128042,[],2014-05-13 20:00:00+00:00,2014-05,2014-05-13 13:31:00+00:00,261.006158,111414.394471,"[{'amount': 2051, 'last_sale_price': 81.247292000000002, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.00234816195855,1.76591374798,0,0,0,4.8080015584,-55223.801421,166377.189734,166377.189734,91,[],0.0261
2014-05-14 20:00:00,0.17721864771,0.11445255868,0.289465354763,0.0217328033098,0.117908541671,0.342672012171,0.0,-55223.801421,166669.057289,166669.057289,0.0890525586799,1.495524022,0.0819952917546,166669.057289,166669.057289,1,-0.0497189330209,1.00257399868,1.495524022,[],2014-05-14 20:00:00+00:00,2014-05,2014-05-14 13:31:00+00:00,30.861397,111445.255868,"[{'amount': 2051, 'last_sale_price': 81.262338999999997, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.000276996497145,1.76060521847,0,0,0,4.79345611731,-55223.801421,166638.195892,166638.195892,92,[],0.0254
2014-05-15 20:00:00,0.177743611868,0.10027980001,0.259797570943,0.0121675383488,0.118331009627,0.362519133549,0.0,-55223.801421,165251.781422,165251.781422,0.0752798000099,1.50190689151,0.0784572486401,165251.781422,165251.781422,1,-0.0497189330209,1.00257399868,1.50190689151,[],2014-05-15 20:00:00+00:00,2014-05,2014-05-15 13:31:00+00:00,-1417.275867,110027.980001,"[{'amount': 2051, 'last_sale_price': 80.571321999999995, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.0127172382168,1.54265737764,0,0,0,4.02990058676,-55223.801421,166669.057289,166669.057289,93,[],0.025
2014-05-16 20:00:00,0.180122440591,0.12466826152,0.312138937645,0.0159600944833,0.117839741151,0.376223242734,0.0,-55223.801421,167690.627573,167690.627573,0.0994682615199,1.49102302706,0.0935673570416,167690.627573,167690.627573,1,-0.0497189330209,1.00257399868,1.49102302706,[],2014-05-16 20:00:00+00:00,2014-05,2014-05-16 13:31:00+00:00,2438.846151,112466.826152,"[{'amount': 2051, 'last_sale_price': 81.760423000000003, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0221656904996,1.83599230296,0,0,0,4.88643338644,-55223.801421,165251.781422,165251.781422,94,[],0.0252
2014-05-19 20:00:00,0.181131148569,0.14453822646,0.351259905299,0.019866244291,0.117361828844,0.386751861715,0.0,-55223.801421,169677.624067,169677.624067,0.11913822646,1.48249853211,0.104708121527,169677.624067,169677.624067,1,-0.0497189330209,1.00257399868,1.48249853211,[],2014-05-19 20:00:00+00:00,2014-05,2014-05-19 13:31:00+00:00,1986.996494,114453.822646,"[{'amount': 2051, 'last_sale_price': 82.729217000000006, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0176674007971,2.06528492846,0,0,0,5.55679399057,-55223.801421,167690.627573,167690.627573,95,[],0.0254
2014-05-20 20:00:00,0.180185623754,0.14487502117,0.355045859606,0.0132387474293,0.117251003978,0.384934591436,0.0,-55223.801421,169711.303538,169711.303538,0.11967502117,1.48235659264,0.109999723108,169711.303538,169711.303538,1,-0.0497189330209,1.00257399868,1.48235659264,[],2014-05-20 20:00:00+00:00,2014-05,2014-05-20 13:31:00+00:00,33.679471,114487.502117,"[{'amount': 2051, 'last_sale_price': 82.745638, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.000294262526331,2.05878315118,0,0,0,5.53931083858,-55223.801421,169677.624067,169677.624067,96,[],0.0252
2014-05-21 20:00:00,0.179288196028,0.14936535751,0.353515466176,0.0214622932338,0.117340832184,0.384017906282,0.0,-55223.801421,170160.337172,170160.337172,0.12396535751,1.48047212368,0.10566416274,170160.337172,170160.337172,1,-0.0497189330209,1.00257399868,1.48047212368,[],2014-05-21 20:00:00+00:00,2014-05,2014-05-21 13:31:00+00:00,449.033634,114936.535751,"[{'amount': 2051, 'last_sale_price': 82.964572000000004, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.00392211923308,2.10459023887,0,0,0,5.66362504054,-55223.801421,169711.303538,169711.303538,97,[],0.0254
2014-05-22 20:00:00,0.178366803316,0.15205948958,0.353602079944,0.0238752220119,0.116783727393,0.384031487544,0.0,-55223.801421,170429.750379,170429.750379,0.12645948958,1.47934852254,0.10510726208,170429.750379,170429.750379,1,-0.0497189330209,1.00257399868,1.47934852254,[],2014-05-22 20:00:00+00:00,2014-05,2014-05-22 13:31:00+00:00,269.413207,115205.948958,"[{'amount': 2051, 'last_sale_price': 83.095928999999998, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.00234401711553,2.12766818268,0,0,0,5.72559128077,-55223.801421,170160.337172,170160.337172,98,[],0.0256
2014-05-23 20:00:00,0.179105005004,0.17131208301,0.387621546329,0.0282250451336,0.116359817098,0.39426689444,0.0,-55223.801421,172355.009722,172355.009722,0.14591208301,1.47146957862,0.114790439204,172355.009722,172355.009722,1,-0.0497189330209,1.00257399868,1.47146957862,[],2014-05-23 20:00:00+00:00,2014-05,2014-05-23 13:31:00+00:00,1925.259343,117131.208301,"[{'amount': 2051, 'last_sale_price': 84.034621999999999, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0167114577017,2.3350003012,0,0,0,6.34164077018,-55223.801421,170429.750379,170429.750379,99,[],0.0254
2014-05-27 20:00:00,0.182877922709,0.2035868036,0.444925489388,0.0343818571683,0.116121241325,0.41937708378,0.0,-55223.801421,175582.481781,175582.481781,0.1783868036,1.45882691016,0.130697837837,175582.481781,175582.481781,1,-0.0497189330209,1.00257399868,1.45882691016,[],2014-05-27 20:00:00+00:00,2014-05,2014-05-27 13:31:00+00:00,3227.472059,120358.68036,"[{'amount': 2051, 'last_sale_price': 85.608231000000004, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0275543307869,2.64364907828,0,0,0,7.36808220527,-55223.801421,172355.009722,172355.009722,100,[],0.0252
2014-05-28 20:00:00,0.182183539753,0.19904024935,0.432137258937,0.0332294815394,0.115562784396,0.420779400082,0.0,-55223.801421,175127.826356,175127.826356,0.17464024935,1.46056670284,0.12774607767,175127.826356,175127.826356,1,-0.0497189330209,1.00257399868,1.46056670284,[],2014-05-28 20:00:00+00:00,2014-05,2014-05-28 13:31:00+00:00,-454.655425,119904.024935,"[{'amount': 2051, 'last_sale_price': 85.386555999999999, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.00377750423684,2.57571682753,0,0,0,7.15733324289,-55223.801421,175582.481781,175582.481781,101,[],0.0244
2014-05-29 20:00:00,0.185406811789,0.23094999449,0.485945151993,0.0387749380972,0.115259356335,0.441902935079,0.0,-55223.801421,178318.80087,178318.80087,0.20644999449,1.44862749639,0.142856923147,178318.80087,178318.80087,1,-0.0497189330209,1.00257399868,1.44862749639,[],2014-05-29 20:00:00+00:00,2014-05,2014-05-29 13:31:00+00:00,3190.974514,123094.999449,"[{'amount': 2051, 'last_sale_price': 86.942369999999997, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0266127389446,2.86074606435,0,0,0,8.12995948031,-55223.801421,175127.826356,175127.826356,102,[],0.0245
2014-05-30 20:00:00,0.184871385576,0.22427062585,0.466186661031,0.0406901045306,0.114715219698,0.439709068449,0.0,-55223.801421,177650.864006,177650.864006,0.19947062585,1.45107511571,0.135851620529,177650.864006,177650.864006,1,-0.0497189330209,1.00257399868,1.45107511571,[],2014-05-30 20:00:00+00:00,2014-05,2014-05-30 13:31:00+00:00,-667.936864,122427.062585,"[{'amount': 2051, 'last_sale_price': 86.616706000000008, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.00542619007263,2.76936609881,0,0,0,7.81937715697,-55223.801421,178318.80087,178318.80087,103,[],0.0248
2014-06-02 20:00:00,0.184918191629,0.212062356,0.436840521202,0.0414475462689,0.114158041762,0.438998873829,0.0,-55223.801421,176430.037021,176430.037021,0.186662356,1.45561848487,0.125873360029,176430.037021,176430.037021,1,-0.0497189330209,1.00257399868,1.45561848487,[],2014-06-02 20:00:00+00:00,2014-06,2014-06-02 13:31:00+00:00,-1220.826985,121206.2356,"[{'amount': 2051, 'last_sale_price': 86.021470999999991, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",-0.00997187189844,2.61137684455,0,0,0,7.20913806404,-55223.801421,177650.864006,177650.864006,104,[],0.0254
2014-06-03 20:00:00,0.18628566073,0.23701199162,0.482772035764,0.0410526118373,0.113614563096,0.436186157662,0.0,-55223.801421,178925.000583,178925.000583,0.21101199162,1.44642899014,0.140325307288,178925.000583,178925.000583,1,-0.0497189330209,1.00257399868,1.44642899014,[],2014-06-03 20:00:00+00:00,2014-06,2014-06-03 13:31:00+00:00,2494.963562,123701.199162,"[{'amount': 2051, 'last_sale_price': 87.237932999999998, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0205844488912,2.83271829041,0,0,0,7.9158024912,-55223.801421,176430.037021,176430.037021,105,[],0.026
2014-06-04 20:00:00,0.186725379728,0.25744327424,0.515117506701,0.0430219333058,0.113095364033,0.439983275934,0.0,-55223.801421,180968.128845,180968.128845,0.23134327424,1.43917528967,0.150382087116,180968.128845,180968.128845,1,-0.0497189330209,1.00257399868,1.43917528967,[],2014-06-04 20:00:00+00:00,2014-06,2014-06-04 13:31:00+00:00,2043.128262,125744.327424,"[{'amount': 2051, 'last_sale_price': 88.234094999999996, 'cost_basis': 75.682009469043038, 'sid': Equity(0, symbol=u'AAPL', asset_name='', exchange=u'TEST', start_date=Timestamp('2014-01-02 00:00:00+0000', tz='UTC'), end_date=Timestamp('2014-12-31 00:00:00+0000', tz='UTC'), first_traded=None, auto_close_date=None, exchange_full=u'TEST FULL')}]",0.0165166407104,3.00967400587,0,0,0,8.47019147493,-55223.801421,178925.000583,178925.000583,106,[],0.0261
